Device Time, Accelerator PedalPosition F(%),Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Fuel Trim Bank 1 Long Term(%),Intake Air Temperature(°C),Timing Advance(°)
14-apr.-2017 18:48:32.763,-,14.87585354,3201.25,-0.78125,20,41
14-apr.-2017 18:48:32.862,-,14.87585354,3196.75,-0.78125,20,47
14-apr.-2017 18:48:32.963,-,14.87585354,3196.75,-0.78125,20,47
14-apr.-2017 18:48:33.063,-,14.87585354,3199.75,-0.78125,20,46.5
14-apr.-2017 18:48:33.163,-,14.81484318,3191,-0.78125,20,46.5
14-apr.-2017 18:48:33.263,-,14.45595646,3191,-0.78125,20,46.5
14-apr.-2017 18:48:33.363,-,14.45595646,3191,-0.78125,20,46.5
14-apr.-2017 18:48:33.463,-,14.82202148,3191,-0.78125,20,46.5
14-apr.-2017 18:48:33.563,-,14.82202148,3195.25,-0.78125,20,46.5
14-apr.-2017 18:48:33.663,-,15.00146484,3195.25,-0.78125,20,46.5
14-apr.-2017 18:48:33.763,-,15.00146484,3192.25,-0.78125,20,46.5
14-apr.-2017 18:48:33.863,-,15.00146484,3192.25,-0.78125,20,46.5
14-apr.-2017 18:48:33.963,-,15.05888653,3187,-0.78125,19,46.5
14-apr.-2017 18:48:34.063,-,15.05888653,3187,-0.78125,19,46.5
14-apr.-2017 18:48:34.163,-,14.88662052,3178,-0.78125,19,45.5
14-apr.-2017 18:48:34.264,-,14.56362247,3178,-0.78125,19,45.5
14-apr.-2017 18:48:34.363,-,14.56362247,3177.25,-0.78125,19,45.5
14-apr.-2017 18:48:34.463,-,14.68923187,3169.75,-0.78125,19,45.5
14-apr.-2017 18:48:34.563,-,14.68923187,3166.75,-0.78125,19,45.5
14-apr.-2017 18:48:34.663,-,14.68923187,3166.75,-0.78125,19,45.5
14-apr.-2017 18:48:34.763,-,14.86149883,3159.25,-0.78125,19,45.5
14-apr.-2017 18:48:34.863,-,14.53132343,3159.25,-0.78125,19,45.5
14-apr.-2017 18:48:34.963,-,14.53132343,3159.25,-0.78125,19,45.5
14-apr.-2017 18:48:35.063,-,14.53132343,3159.25,-0.78125,19,45.5
14-apr.-2017 18:48:35.163,-,14.5133791,3146,-0.78125,19,45.5
14-apr.-2017 18:48:35.264,-,14.88662052,3146,-0.78125,19,46.5
14-apr.-2017 18:48:35.363,-,14.88662052,3129.5,-0.78125,19,46.5
14-apr.-2017 18:48:35.462,-,14.88662052,3129.5,-0.78125,19,46.5
14-apr.-2017 18:48:35.562,-,14.84714413,3107.5,-0.78125,19,47
14-apr.-2017 18:48:35.663,-,14.28369141,3107.5,-0.78125,19,47
14-apr.-2017 18:48:35.763,-,14.28369141,3095,-0.78125,19,47
14-apr.-2017 18:48:35.862,-,14.09706974,3087.75,-0.78125,19,47
14-apr.-2017 18:48:35.963,-,14.09706974,3087.75,-0.78125,19,40.5
14-apr.-2017 18:48:36.063,-,14.71435547,3080.5,-0.78125,19,40.5
14-apr.-2017 18:48:36.162,-,14.71435547,3080.5,-0.78125,19,36
14-apr.-2017 18:48:36.263,-,14.97275352,3080.5,-0.78125,19,36
14-apr.-2017 18:48:36.363,-,14.97275352,3066.25,-0.78125,19,34.5
14-apr.-2017 18:48:36.463,-,14.3626461,3066.25,-0.78125,19,34.5
14-apr.-2017 18:48:36.563,-,14.3626461,3059,-0.78125,19,34.5
14-apr.-2017 18:48:36.663,-,14.1437254,3046.75,-0.78125,19,34.5
14-apr.-2017 18:48:36.763,-,14.1437254,3046.75,-0.78125,18,35
14-apr.-2017 18:48:36.862,-,14.15090275,3029,-0.78125,18,35
14-apr.-2017 18:48:36.962,-,14.15090275,3029,-0.78125,18,35
14-apr.-2017 18:48:37.063,-,14.69999981,2867.5,-0.78125,18,35
14-apr.-2017 18:48:37.163,-,14.85073185,2867.5,-0.78125,18,35
14-apr.-2017 18:48:37.263,-,14.85073185,2682,-0.78125,18,35
14-apr.-2017 18:48:37.362,-,14.85073185,2542.25,-0.78125,18,35
14-apr.-2017 18:48:37.462,-,14.85073185,2542.25,-0.78125,18,36
14-apr.-2017 18:48:37.563,-,14.85073185,2542.25,-0.78125,18,36
14-apr.-2017 18:48:37.664,-,14.49902248,2498.75,-0.78125,18,36
14-apr.-2017 18:48:37.763,-,14.71076679,2498.75,-0.78125,18,34.5
14-apr.-2017 18:48:37.863,-,14.71076679,2490.5,-0.78125,18,34.5
14-apr.-2017 18:48:37.963,-,14.89379883,2490.5,-0.78125,18,34.5
14-apr.-2017 18:48:38.063,-,14.89379883,2490.5,-0.78125,18,34.5
14-apr.-2017 18:48:38.163,-,14.63898945,2479.75,-0.78125,18,33.5
14-apr.-2017 18:48:38.263,-,14.80407715,2479.75,-0.78125,18,33.5
14-apr.-2017 18:48:38.363,-,14.80407715,2466,-0.78125,18,33.5
14-apr.-2017 18:48:38.462,-,14.68564415,2466,-0.78125,18,33.5
14-apr.-2017 18:48:38.563,-,14.68564415,2459.75,-0.78125,18,33.5
14-apr.-2017 18:48:38.663,-,14.58515644,2447.5,-0.78125,18,33.5
14-apr.-2017 18:48:38.763,-,14.58515644,2447.5,-0.78125,18,34.5
14-apr.-2017 18:48:38.862,-,14.47748947,2447.5,-0.78125,18,34.5
14-apr.-2017 18:48:38.962,-,14.47748947,2433.5,-0.78125,18,34.5
14-apr.-2017 18:48:39.065,-,14.53491211,2433.5,-0.78125,18,34.5
14-apr.-2017 18:48:39.165,-,14.53491211,2430.25,-0.78125,18,34.5
14-apr.-2017 18:48:39.263,-,14.59951115,2361.75,-0.78125,18,34.5
14-apr.-2017 18:48:39.362,-,14.59951115,2361.75,-0.78125,18,17
14-apr.-2017 18:48:39.463,-,14.98710918,2361.75,-0.78125,18,17
14-apr.-2017 18:48:39.564,-,14.98710918,2353,-0.78125,18,15.5
14-apr.-2017 18:48:39.663,-,15.1737299,2353,-0.78125,18,15.5
14-apr.-2017 18:48:39.763,-,15.1737299,2351,-0.78125,18,15.5
14-apr.-2017 18:48:39.862,-,15.05529785,2290.75,-0.78125,18,15.5
14-apr.-2017 18:48:39.963,-,15.05529785,2290.75,-0.78125,18,14
14-apr.-2017 18:48:40.063,-,29.14877892,2290.75,-0.78125,18,14
14-apr.-2017 18:48:40.164,-,29.14877892,2271.25,-0.78125,18,11
14-apr.-2017 18:48:40.263,-,29.39955139,2271.25,-0.78125,18,11
14-apr.-2017 18:48:40.368,-,29.39955139,2258.5,-0.78125,18,11
14-apr.-2017 18:48:40.463,-,29.39955139,2258.5,-0.78125,18,11
14-apr.-2017 18:48:40.562,-,29.39955139,2258.5,-0.78125,18,11
14-apr.-2017 18:48:40.662,-,29.39955139,2236.5,-0.78125,18,11
14-apr.-2017 18:48:40.761,-,29.39955139,2236.5,-0.78125,18,11
14-apr.-2017 18:48:40.862,-,29.39955139,2236.5,-0.78125,18,11
14-apr.-2017 18:48:40.962,-,29.39955139,2236.5,-0.78125,18,11
14-apr.-2017 18:48:41.062,-,29.39955139,2236.5,-0.78125,18,11
14-apr.-2017 18:48:41.161,-,29.39955139,2236.5,-0.78125,18,12
14-apr.-2017 18:48:41.262,-,29.39955139,2236.5,-0.78125,18,12
14-apr.-2017 18:48:41.362,-,29.39955139,2206.5,-0.78125,18,12
14-apr.-2017 18:48:41.462,-,29.39955139,2206.5,-0.78125,18,12.5
14-apr.-2017 18:48:41.562,-,29.39955139,2206.5,-0.78125,18,12.5
14-apr.-2017 18:48:41.662,-,29.39955139,2212.75,-0.78125,18,13.5
14-apr.-2017 18:48:41.762,-,29.39955139,2212.75,-0.78125,18,13.5
14-apr.-2017 18:48:41.863,-,29.39955139,2212.75,-0.78125,18,13.5
14-apr.-2017 18:48:41.962,-,29.39955139,2212.75,-0.78125,18,13.5
14-apr.-2017 18:48:42.062,-,29.39955139,2260.75,-0.78125,18,15
14-apr.-2017 18:48:42.164,-,29.39955139,2281.5,-0.78125,18,15
14-apr.-2017 18:48:42.262,-,29.39955139,2281.5,-0.78125,18,14
14-apr.-2017 18:48:42.364,-,29.39955139,2281.5,-0.78125,18,14
14-apr.-2017 18:48:42.463,-,29.39955139,2279,-0.78125,18,14
14-apr.-2017 18:48:42.563,-,29.39955139,2279,-0.78125,18,14
14-apr.-2017 18:48:42.663,-,29.39955139,2279,-0.78125,18,13.5
14-apr.-2017 18:48:42.763,-,29.39955139,2279,-0.78125,18,13.5
14-apr.-2017 18:48:42.863,-,29.39955139,2279,-0.78125,18,13.5
14-apr.-2017 18:48:42.963,-,29.39955139,2246.25,-0.78125,18,12
14-apr.-2017 18:48:43.062,-,29.39955139,2246.25,-0.78125,18,12
14-apr.-2017 18:48:43.162,-,29.39955139,2246.25,-0.78125,18,12
14-apr.-2017 18:48:43.261,-,29.39955139,2247,-0.78125,18,12
14-apr.-2017 18:48:43.382,-,29.39955139,2247,-0.78125,18,12
14-apr.-2017 18:48:43.463,-,29.39955139,2247,-0.78125,18,12
14-apr.-2017 18:48:43.561,-,29.39955139,2209.75,-0.78125,18,12
14-apr.-2017 18:48:43.662,-,29.39955139,2209.75,-0.78125,18,12
14-apr.-2017 18:48:43.762,-,29.39955139,2209.75,-0.78125,18,12
14-apr.-2017 18:48:43.862,-,29.39955139,2213.75,-0.78125,18,12
14-apr.-2017 18:48:43.962,-,29.39955139,2213.75,-0.78125,18,12.5
14-apr.-2017 18:48:44.062,-,29.39955139,2208,-0.78125,18,12.5
14-apr.-2017 18:48:44.161,-,29.39955139,2208,-0.78125,18,12.5
14-apr.-2017 18:48:44.261,-,29.39955139,2208,-0.78125,18,13.5
14-apr.-2017 18:48:44.362,-,29.39955139,2187.25,-0.78125,18,13.5
14-apr.-2017 18:48:44.462,-,29.39955139,2187.25,-0.78125,18,13.5
14-apr.-2017 18:48:44.563,-,29.39955139,2183.75,-0.78125,18,12.5
14-apr.-2017 18:48:44.662,-,29.39955139,2180,-0.78125,18,12.5
14-apr.-2017 18:48:44.762,-,29.39955139,2180,-0.78125,18,12.5
14-apr.-2017 18:48:44.862,-,29.39955139,2159.5,-0.78125,18,12.5
14-apr.-2017 18:48:44.964,-,29.39955139,2159.5,-0.78125,18,12.5
14-apr.-2017 18:48:45.062,-,29.39955139,2159.5,-0.78125,18,12.5
14-apr.-2017 18:48:45.162,-,29.39955139,2153,-0.78125,18,13.5
14-apr.-2017 18:48:45.263,-,29.39955139,2153,-0.78125,18,13.5
14-apr.-2017 18:48:45.363,-,29.39955139,2153,-0.78125,18,13.5
14-apr.-2017 18:48:45.462,-,29.39955139,2142,-0.78125,18,13.5
14-apr.-2017 18:48:45.564,-,29.39955139,2142,-0.78125,18,13.5
14-apr.-2017 18:48:45.662,-,29.39955139,2142,-0.78125,18,13.5
14-apr.-2017 18:48:45.762,-,29.39955139,2130.25,-0.78125,18,13.5
14-apr.-2017 18:48:45.862,-,29.39955139,2130.25,-0.78125,18,15
14-apr.-2017 18:48:45.962,-,29.39955139,2121.75,-0.78125,18,15
14-apr.-2017 18:48:46.061,-,29.39955139,2121.75,-0.78125,18,18.5
14-apr.-2017 18:48:46.162,-,29.39955139,2121.75,-0.78125,18,21.5
14-apr.-2017 18:48:46.263,-,24.26074219,2122,-0.78125,18,21.5
14-apr.-2017 18:48:46.362,-,16.35805702,2122.75,-0.78125,18,21.5
14-apr.-2017 18:48:46.461,-,16.35805702,2122.75,-0.78125,18,25.5
14-apr.-2017 18:48:46.563,-,16.35805702,2122.75,-0.78125,18,25.5
14-apr.-2017 18:48:46.663,-,16.35805702,2122.75,-0.78125,18,25.5
14-apr.-2017 18:48:46.762,-,16.35805702,2122.75,-0.78125,18,28.5
14-apr.-2017 18:48:46.863,-,16.35805702,2122.75,-0.78125,18,28.5
14-apr.-2017 18:48:46.964,-,13.98222637,2110.75,-0.78125,18,28.5
14-apr.-2017 18:48:47.065,-,13.98222637,2110.75,-0.78125,18,30.5
14-apr.-2017 18:48:47.162,-,13.73818398,2092.75,-0.78125,18,30.5
14-apr.-2017 18:48:47.264,-,13.73818398,2092.75,-0.78125,18,32
14-apr.-2017 18:48:47.363,-,13.48696232,2068.75,-0.78125,18,32
14-apr.-2017 18:48:47.463,-,13.49414062,2068.75,-0.78125,18,31.5
14-apr.-2017 18:48:47.564,-,13.49414062,2068.75,-0.78125,18,31.5
14-apr.-2017 18:48:47.663,-,13.32905293,2055.75,-0.78125,18,31.5
14-apr.-2017 18:48:47.763,-,13.32905293,2055.75,-0.78125,18,32
14-apr.-2017 18:48:47.863,-,13.27880764,2055.75,-0.78125,18,32
14-apr.-2017 18:48:47.963,-,13.27880764,2053.75,-0.78125,18,33.5
14-apr.-2017 18:48:48.063,-,13.39006329,2053.75,-0.78125,18,33.5
14-apr.-2017 18:48:48.163,-,13.39006329,2054.25,-0.78125,18,33.5
14-apr.-2017 18:48:48.264,-,13.41877365,2046.25,-0.78125,18,33.5
14-apr.-2017 18:48:48.364,-,13.41877365,2046.25,-0.78125,18,33.5
14-apr.-2017 18:48:48.465,-,13.46901798,2046.25,-0.78125,18,33.5
14-apr.-2017 18:48:48.563,-,13.46901798,2038.5,-0.78125,18,34.5
14-apr.-2017 18:48:48.666,-,13.46901798,2038.5,-0.78125,18,34.5
14-apr.-2017 18:48:48.763,-,13.56591797,2038.75,-0.78125,18,34.5
14-apr.-2017 18:48:48.864,-,13.56591797,2038.75,-0.78125,18,33.5
14-apr.-2017 18:48:48.964,-,13.77407265,2038.75,-0.78125,18,33.5
14-apr.-2017 18:48:49.066,-,13.77407265,2046.75,-0.78125,18,33.5
14-apr.-2017 18:48:49.162,-,13.77407265,2046.75,-0.78125,18,33.5
14-apr.-2017 18:48:49.262,-,13.77407265,2046.75,-0.78125,18,35
14-apr.-2017 18:48:49.363,-,13.77407265,2046.75,-0.78125,18,35
14-apr.-2017 18:48:49.463,-,14.1975584,2046.75,-0.78125,18,35
14-apr.-2017 18:48:49.563,-,14.1975584,2054.5,-0.78125,18,35
14-apr.-2017 18:48:49.664,-,14.1975584,2054.5,-0.78125,18,38
14-apr.-2017 18:48:49.764,-,13.83149338,2054.5,-0.78125,18,38
14-apr.-2017 18:48:49.863,-,13.83149338,2059.5,-0.78125,18,40.5
14-apr.-2017 18:48:49.963,-,14.02170467,2059.5,-0.78125,18,40.5
14-apr.-2017 18:48:50.063,-,14.02170467,2072.25,-0.78125,18,43.5
14-apr.-2017 18:48:50.164,-,14.02170467,2072.25,-0.78125,18,43.5
14-apr.-2017 18:48:50.263,-,14.02170467,2076,-0.78125,18,45
14-apr.-2017 18:48:50.363,-,14.02170467,2076,-0.78125,18,45
14-apr.-2017 18:48:50.463,-,14.2693367,2085,-0.78125,18,43.5
14-apr.-2017 18:48:50.562,-,14.2693367,2101.5,-0.78125,18,43.5
14-apr.-2017 18:48:50.663,-,14.21191311,2101.5,-0.78125,18,42.5
14-apr.-2017 18:48:50.764,-,14.21191311,2101.5,-0.78125,18,42.5
14-apr.-2017 18:48:50.862,-,14.29804707,2110.5,-0.78125,18,42.5
